tweet,sentiment,latitude,longitude,airline,timezone
@JetBlue April 6th. Anything specific I should know for my first flight?,neutral,43.3230125,-73.64314219,Delta,Eastern Time (US & Canada)
@JetBlue 266 at LGB in Sunny So Cal http://t.co/V015PK7DSi,neutral,33.8117407,-118.1628,Delta,Pacific Time (US & Canada)
"Cool! \\""@JetBlue: @hgeronemus We are 60% there and anticipate completing installation on all our A320's this year. http://t.co/sGckBopATA”",positive,26.07159064,-80.14770942,Delta,Eastern Time (US & Canada)
@JetBlue should I be nervous about a Sunday AM flight Baltimore to Boston? Any suggestions on what I can do? Need to be in Boston by Monday.,neutral,38.91355311,-77.04169657,Delta,Eastern Time (US & Canada)
"@JetBlue Love you, bae. #JetBae",positive,40.79248745,-111.98778056,Delta,Mountain Time (US & Canada)
@JetBlue thank you #loyalmosaicmember,positive,40.64661043,-73.776003,Delta,Eastern Time (US & Canada)
@JetBlue the pilot just stated that after 22 years of flying he has never experienced anything like this. #gettingoffplane,negative,40.64719984,-73.77530956,Delta,Eastern Time (US & Canada)
@JetBlue we now have to get off of the plane and wait another 1-2 hours for someone at the @BuffaloAirport to read the temp. #tired,negative,40.64679403,-73.77516598,Delta,Eastern Time (US & Canada)
@JetBlue flight 2302 from JFK to BUF.,neutral,40.64679903,-73.7734517,Delta,Eastern Time (US & Canada)
@JetBlue I appreciate the quick response but how can no one go outside to check temp so we can leave in BUF #currentlysittingontarmac,negative,40.64374009,-73.77678134,Delta,Eastern Time (US & Canada)
@JetBlue after 40 mins they tell us they can't check temperature for at least 2 more hours. So it's back to the gate to wait. #mosiacfail,negative,40.64490372,-73.77508276,Delta,Eastern Time (US & Canada)
Not your fault @JetBlue Social Media Awesome People. I know everyone is working hard to get us in our way.,positive,42.36834942,-71.0152744,Delta,Eastern Time (US & Canada)
@JetBlue Flight 69 (ha!) - one employee said they were reassigned another said they just left. I just want some warm weather!,negative,42.36833796,-71.01525742,Delta,Eastern Time (US & Canada)
@JetBlue doesn't help if I have to fly on specific days,negative,40.63817554,-73.95630614,Delta,Eastern Time (US & Canada)
@JetBlue what's up w flt 4? Brothers fiancé sitting on board for 30mins w tech  issues.,negative,38.87982914,-77.11608667,Delta,Eastern Time (US & Canada)
@JetBlue tried them not helpful. Really dissatisfied with Flight Booking Problems my whole trip with jet blue this time around besides the flights.,negative,33.81346953,-117.91426571,Delta,Pacific Time (US & Canada)
@JetBlue how can we get help with a hotel we booked with you and are having issues with.,neutral,33.81391813,-117.92216895,Delta,Pacific Time (US & Canada)
"@JetBlue I was believing you for a minute, but we just got delayed for a 3rd time!",negative,40.64527675,-73.7761654,Delta,Central Time (US & Canada)
@JetBlue I don't think I'll be testing those waters out on my own dime again.,negative,40.51809311,-74.48552378,Delta,Quito
@JetBlue They did not have any &amp; asked if I wanted tea. How do you have tea&amp;not coffee? I'm a gold on United &amp; coffee I nvr think 2x about,negative,40.51806327,-74.48518231,Delta,Quito
@JetBlue 6am Austin to JFK,neutral,40.51270596,-74.48509319,Delta,Quito
@JetBlue the big board says we aren't leaving until after 8:30 😩,negative,40.64518126,-73.77582926,Delta,Central Time (US & Canada)
@JetBlue while I appreciate that you actually responded I travel way too much for you to tell me coffee is not a basic option,negative,40.51794328,-74.48516831,Delta,Quito
@JetBlue Whoa! No tag and you still saw my tweet. Flight 105 JFK to Chicago. Trying to get home to see my little brother wrestle!,negative,40.64520088,-73.77587636,Delta,Central Time (US & Canada)
@JetBlue I thought the same thing after I sent it,neutral,46.14149629,-122.90609053,Delta,Arizona
"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue",positive,28.4261453,-81.2998841,Delta,Eastern Time (US & Canada)
@JetBlue and a HUGE thanks to the crew on flight 1348 who flew in to DCA from SJU Monday night in the snow so we could have a plane!!!,positive,18.22245647,-63.00369733,Delta,Eastern Time (US & Canada)
"@JetBlue planning on it!  Btw, excellent service and crew from DCA through SJU into SXM!!!!!",positive,18.22245647,-63.00369733,Delta,Eastern Time (US & Canada)
"@JetBlue why yes, yes it does!!!!  Great trip down!! Thanks for the lift!!!!",positive,18.22245747,-63.00369895,Delta,Eastern Time (US & Canada)
"@JetBlue shout out to the crew on flight 89 headed back to the big apple, they kept my glass half full the whole flight! #jetbluejfk",negative,32.73130971,-117.20222555,Delta,Arizona
@JetBlue - why does my TSA-pre work with every airline BUT you? I pay good money for that. Spent 30 mins on phone to fix to zero success.,negative,42.36604659,-71.01573889,Delta,Atlantic Time (Canada)
"@JetBlue don't worry, I'm gonna share with my row! 😁",neutral,40.64784472,-73.77710687,Delta,Arizona
@JetBlue why are we delayed :( flight 1601,negative,40.64656067,-73.78334045,Delta,Pacific Time (US & Canada)
@JetBlue I did get the email. Thought i wasn't supposed to reply to those😂,neutral,46.16798631,-122.96616783,Delta,Arizona
@JetBlue I applied for a job at PDW where could I go for follow up. I'd really love the job #ilovejetblue,neutral,46.16788404,-122.96673513,Delta,Arizona
"@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️",positive,40.78521842,-74.07232899,Delta,Eastern Time (US & Canada)
@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy,positive,33.43720156,-111.99928786,US Airways,Eastern Time (US & Canada)
@USAirways done it! Process initiated Saturday morning.  Can't get info with website issues &amp; inadequate phone coverage.  How 2 get update??,negative,29.99135326,-95.52122091,US Airways,Eastern Time (US & Canada)
@USAirways and @FlyKnoxville - bad weather should not be an excuse for not following established luggage procedures. #NoClothesNoInfo,negative,29.99653598,-95.53874781,US Airways,Eastern Time (US & Canada)
"@USAirways It's 838. We boarded and we are waiting now to take off, hopefully.",neutral,39.87010428,-75.2507858,US Airways,Eastern Time (US & Canada)
@USAirways stranding a student trying to get to Birmingham in CLT overnight w/o any help.  You can do better than that.  @av_duffy,negative,42.2822248,-71.0378408,US Airways,Quito
"@USAirways I would happily wait in the terminal near food, restrooms and non irritated passengers.",negative,33.43588637,-111.99965664,US Airways,Mountain Time (US & Canada)
@USAirways why let passengers on board when there was an issue? Over an hour &amp; the pilot doesn't know when we'll leave.,negative,33.43824974,-111.99987573,US Airways,Mountain Time (US & Canada)
@USAirways Pilot pleads to let boarding begin for full flight #1937 while waiting for 4th flight attendant. Denied by mission control. Grrrr,negative,35.21843964,-80.94253029,US Airways,Eastern Time (US & Canada)
@USAirways Seriously doubt that as I am still sitting inside at the gate.,negative,39.8805621,-75.23893393,US Airways,Atlantic Time (Canada)
"@USAirways First the pilot was Late Flight, now it's maintenance. This is EXACTLY what happened two weeks ago. Unacceptable.",negative,39.88116058,-75.24031037,US Airways,Atlantic Time (Canada)
@USAirways Decided to be a good sport and give you guys another shot. Flight delayed. Again.,negative,39.88024969,-75.2363937,US Airways,Atlantic Time (Canada)
@USAirways sure knows how to pamper customers they strand abroad. #badcustomerservice #fend4yourself #youareonyourown http://t.co/Pw1eudlcZg,negative,21.15194085,-86.82443877,US Airways,Pacific Time (US & Canada)
"@USAirways flt 419. 2+ hrs Late Flight, baggage + 1 more hr. Now I see they delivered my suitcase wet inside &amp; out. #NotHappy",negative,36.11203645,-115.17712729,US Airways,Eastern Time (US & Canada)
@USAirways I'm tired of paying for luggage &amp; less than stellar customer service @AmericanAir. #notafanofyourmerger,negative,33.80598632,-118.36571615,US Airways,Pacific Time (US & Canada)
"@USAirways worst service at Reagan Int. I rarely post about a company or service, but I am so annoyed. Not weather reLate Flightd…incompetence.",negative,38.86411798,-77.0231684,US Airways,Eastern Time (US & Canada)
@USAirways Southern Hospitality luggage delivery service from SAV is AWFUL. Great @ delivering empty promises but not luggage #8hrs&amp;waiting,negative,32.43487013,-80.64150369,US Airways,Eastern Time (US & Canada)
@USAirways why does this flight keep getting delayed Late Flightr and Late Flightr?,negative,33.54774386,-86.75224256,US Airways,Eastern Time (US & Canada)
@USAirways on top of that a dozen ppl missed connections and you have ONE person at customer service? Abysmal!,negative,39.8749399,-75.2407937,US Airways,Eastern Time (US & Canada)
"@USAirways your service at PHL is abysmal. An hour on the runway waiting for a gate, no information anywhere, missed my connection abysmal!",negative,39.8749366,-75.2407972,US Airways,Eastern Time (US & Canada)
@USAirways 2nd February in a row- stranded us when we try to return from Cancun! No contact info- no way to rebook! #badcustomerservice,negative,21.15192481,-86.82441431,US Airways,Pacific Time (US & Canada)
@USAirways ... What's going on at @PHLAirport ?!  I've been sitting at the gate for 45minutes.,negative,39.8749922,-75.24017448,US Airways,Eastern Time (US & Canada)
@USAirways on plane from BOS to CLT for 60 mins. Still at gate. Crew says system-wide computers preventing paperwork. Any info you can give?,negative,42.36184505,-71.02219492,US Airways,Eastern Time (US & Canada)
"@USAirways Cancelled Flights my flight to NY 3 times, then once I make it here they decided for S&amp;Gs they'll Cancelled Flight my return flight too. Thanks.",negative,42.74561865,-73.80942844,US Airways,Central Time (US & Canada)
@USAirways Y'all need to get it together,neutral,35.87642273,-78.79274566,US Airways,Eastern Time (US & Canada)
@USAirways Everyone on Flight 669 from LAX to RDU enjoyed waiting an hour &amp; a half in baggage claim for their bags just now,negative,35.87648539,-78.79266577,US Airways,Eastern Time (US & Canada)
"@USAirways if my flight, 4035, is delayed, what time do I have to arrive at BHM?",neutral,33.50528024,-86.81047219,US Airways,Eastern Time (US & Canada)
"@USAirways I sympathize re:weather issues, but when times get tough, call in more folks. Over two hours on hold for 4-minute fix. #FAIL",negative,39.98272482,-86.22502919,US Airways,Atlantic Time (Canada)
@USAirways quit being cheap and hire some call center employees. It shouldn't take half a day to call you,negative,37.78831231,-122.41007318,US Airways,Pacific Time (US & Canada)
"@USAirways overloads small plane with extra baggage and then. Has to take them off... Poor execution #4435, 75 minute delay...",negative,35.22358885,-80.95061712,US Airways,Quito
"@USAirways , I am embarrassed for us air and their inability to manage during weather delays.handling of # 4435 is an example",negative,35.21905941,-80.9426995,US Airways,Quito
"@USAirways how aggravating, zone 5 boarded, overhead empty but forcing bag check. Better not loose bag again! flt1727 http://t.co/w3XS6TVpZg",negative,39.87309176,-75.24413798,US Airways,Eastern Time (US & Canada)
@USAirways I have a MAJOR complaint that I want to address w/you about my hand luggage courtesy check-in. What's the best way to do this?,negative,38.92102632,-76.9969392,US Airways,Eastern Time (US & Canada)
@USAirways been on hold 2 hours for a Cancelled Flighted flight. I understand the delay. I don't understand you auto-reFlight Booking Problems me on TUESDAY. HELP!,negative,39.52438256,-74.70144898,US Airways,Mountain Time (US & Canada)
"@USAirways #Overbooked SXM-CLT delayed deplaning extra passengers. #missedconnection #forcedovernight #CLT, no lodging/food. Disappointed.",negative,36.24269903,-86.10760197,US Airways,Pacific Time (US & Canada)
@USAirways my phone has been on hold since midght  fkn 7 hrs of hold ?? Unacceptable!!!!!!!!,negative,25.7789761,-80.1353923,US Airways,Atlantic Time (Canada)
@USAirways 8 hrs of wait time is unbelieavle unaccpetable biggest airline in the world should have failback call centers,negative,25.7789509,-80.1353866,US Airways,Atlantic Time (Canada)
@USAirways @nburnside26 Well if you really didn't like them then she would be on an airplane. #FIOUSAirways 💁,negative,43.74167873,-79.3442243,US Airways,Atlantic Time (Canada)
@USAirways I have been I hold for 40 min. My 5:50 flight just got Cancelled Flightled and rescheduled for Monday. This is unacceptable!,negative,34.00912984,-84.37154603,US Airways,Quito
"@USAirways weather doesn't excuse poor customer service, lack of info from staff or the fact staff haven't turned up",negative,39.87355987,-75.24730884,US Airways,Amsterdam
"@USAirways #not happy, wife 40th Bday trip. would like to be fully compensated for both flights",negative,39.87414824,-75.25238981,US Airways,Eastern Time (US & Canada)
"@USAirways delayed in philly since 130, sitting onTarmac since 8pm flight 1881 plz contact donaldaroberts1@gmail.com",negative,39.87414053,-75.25236332,US Airways,Eastern Time (US & Canada)
@USAirways not best pleased with service so far. On our third gate and still no guarantee that it's the correct one :(,negative,39.87372068,-75.24732898,US Airways,Amsterdam
“@USAirways: @TMadCLE We don't like to hear this. We're sorry that it's taking so long to get through.” Stop sending generic responses,negative,41.49092099,-81.71644934,US Airways,Eastern Time (US & Canada)
".@USAirways worst experience of all time. Will never, ever, ever travel with you again. EVER",negative,41.49090693,-81.71627307,US Airways,Eastern Time (US & Canada)
"@USAirways #ShoutOut 2 Kristie(sp?) from Gate4 @ PVD today. She's a #RockStar, was a tremendous help in a tough situation. #PromoteThatGirl",positive,41.72221977,-71.44574004,US Airways,Pacific Time (US & Canada)
"@USAirways call dropped &amp; no call back...another 45min-hour for another rep. The worst CS ever, online, by phone &amp; in person.",negative,41.46454996,-81.70961875,US Airways,Eastern Time (US & Canada)
@USAirways I did. They told me it was a 40 min wait &amp; they'd call back. It's already been 45 min. Horrible,negative,41.46460532,-81.70957793,US Airways,Eastern Time (US & Canada)
@USAirways Look at that. The flight I have been trying to book for 3 days is gone. I guess someone got through. Thanks! Keep up the #Failing,negative,34.16721397,-118.3453091,US Airways,Pacific Time (US & Canada)
"@USAirways \\""Owen F\\"" at DCA Gate 42: #rude.",negative,38.85580899,-77.04174148,US Airways,Eastern Time (US & Canada)
@USAirways @franchise02 my friend has been on hold for 1.5 hours and still counting!,negative,38.90321224,-76.99583548,US Airways,Eastern Time (US & Canada)
@USAirways No worries I was able to read @stephenrodrick entire book while holding. #TheMagicalStranger,neutral,42.201792,-88.3376974,US Airways,Mountain Time (US & Canada)
@USAirways Ever sit on hold and just lose track of time? http://t.co/Yqhk8LJaBN,negative,42.2017895,-88.337723,US Airways,Mountain Time (US & Canada)
@USAirways worst customer service experience ever today. Get it together.,negative,35.22257093,-80.93941664,US Airways,Atlantic Time (Canada)
"“@USAirways: We're sincerely sorry, Sean. Reservations is working hard to answer everyone's call and we appreciate your patience.” #false",negative,34.16721627,-118.34537339,US Airways,Pacific Time (US & Canada)
@USAirways @AmericanAir no one appreciates the sass of the gate agent at Gate C38 at LGA flight US626. Irritated customers,negative,40.77265898,-73.86525922,US Airways,Central Time (US & Canada)
@USAirways this response doesn't correct the fact that your pilot failed to keep passengers updated,negative,51.4713252,-0.4674035,US Airways,Eastern Time (US & Canada)
@USAirways worst experience ever with you guys…see my blog tomorrow on my experience. Maybe you can help make it better.,negative,35.2203248,-80.94508344,US Airways,Central Time (US & Canada)
"@USAirways I doubt that, its 11:21p &amp; we r still being held captive on the ground at DCA! A little communication from up front would b nice.",negative,38.86402742,-77.04855865,US Airways,Eastern Time (US & Canada)
"@USAirways DCA-&gt;HPN, u r prof hostage takers.We stood on bus 2 plane for 25 min,now sitting on plane with no mvmt &amp; 1 announcement 4 &gt; hour!",negative,38.86432211,-77.04913451,US Airways,Eastern Time (US & Canada)
@USAirways flight 728 from PHL to London has been sitting on the tarmac for 46min w/NO further update from the pilot. what gives???,negative,39.8816419,-75.2475867,US Airways,Eastern Time (US & Canada)
@USAirways so basically I am stuck paying for hidden fees and being bumped to an inferior flight. JetBlue here I come. #usairways #mergers,negative,29.99562368,-90.24376862,US Airways,Hawaii
@USAirways but you guys switched me and didn't inform me of the chathes,negative,29.98442078,-90.25340271,US Airways,Hawaii
@USAirways understood and I am sympathetic. How do I get my $100 back? I shouldn't have to pay especially if YOU switched my flight.,negative,29.99894707,-90.27229299,US Airways,Hawaii
"@USAirways was switched to an American Airlines flight, not by choice, and now I am charged $50 for bags? Thought y'all merged?",negative,29.98730979,-90.25605983,US Airways,Hawaii
@USAirways I've called to resolve my dividend miles issue for a week to no avail.  Please advise ASAP.,negative,40.74609464,-74.00636235,US Airways,Eastern Time (US & Canada)
@USAirways I found a flight I want on @CheapOair. Is my @AmericanAir AA Advantage # applicable to earn miles on it since you're merging?,neutral,33.79727578,-117.85043081,US Airways,Pacific Time (US & Canada)
@USAirways thank you for fixing my 5 hour delay.,positive,35.22209167,-80.95237732,US Airways,Central Time (US & Canada)
@USAirways delays to the max,negative,35.22476994,-80.93932077,US Airways,Central Time (US & Canada)
@USAirways you have most likely lost my business. Terrible experience! Too many times stuck on Tarmac and last min Cancelled Flightled flights. #Done,negative,35.22447828,-80.93940943,US Airways,Central Time (US & Canada)
@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?,negative,35.22604872,-80.93863381,US Airways,Central Time (US & Canada)
@USAirways thanks for giving away my seat. Another fine job! http://t.co/r7ibqr4CYd,positive,35.22123472,-80.93287633,US Airways,Eastern Time (US & Canada)
@USAirways thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow,positive,35.21820752,-80.94527061,US Airways,Arizona
"@USAirways I been sitting on this plane for 40 minutes, and they are saying another 15 minutes something about paper work. This sucks !!",negative,35.210373,-80.9538682,US Airways,Central Time (US & Canada)
@USAirways your agent did not say,negative,41.15955496,-81.39767448,US Airways,Eastern Time (US & Canada)
"@USAirways It is the 2nd person when I called again to ask, could not catch her name, rejected the request",negative,41.16013713,-81.39768211,US Airways,Eastern Time (US & Canada)
@USAirways thanks for reaching out to me.  My Gold Div no. 2k424j0. My Flights were changed under Confirmation # DNX58V.,positive,41.16012493,-81.39760735,US Airways,Eastern Time (US & Canada)
"@USAirways grades for this trip:

Flight timeliness: 👎✈️
Cancelled Flightations: 👎😬
Customer Service: 👎😡
Flight attendants: 😊👏",negative,35.23185283,-80.96487203,US Airways,Eastern Time (US & Canada)
@USAirways how about a phone # to talk to a real person?,negative,43.0460116,-84.4795683,US Airways,Eastern Time (US & Canada)
@USAirways over 4 weeks since you took our money and left us stranded 9 hours from home. Had to rent a car and you still have not helped us,negative,43.0460003,-84.4794566,US Airways,Eastern Time (US & Canada)
@USAirways @noltnancy What will be is a what may be...what is...sucks. #fail,negative,36.1036159,-115.16564,US Airways,Eastern Time (US & Canada)
@USAirways and no one has been at all helpful. I will never fly this airline again. #NeverAgain #spreadtheword,negative,35.22363719,-80.94045544,US Airways,Eastern Time (US & Canada)
@USAirways I've been sitting in the Charlotte airport for 4 hours. Waited for crew and now maintenance.  #NeverAgain,negative,35.22347122,-80.94043272,US Airways,Eastern Time (US & Canada)
@USAirways Thanks. It would be better from the gate agent at C14 in Charlotte boarding flight 1791.,positive,27.96879606,-82.55192621,US Airways,Quito
@USAirways is anyone working today?? Anyone want to pick up a phone?,negative,25.8801693,-80.14141202,US Airways,Central Time (US & Canada)
@usairways I’m cool with weather delays etc. But lying and deceiving passengers to keep them from changing is reprehensible. #yousuck,negative,35.22032317,-80.94508353,US Airways,Quito
@USAirways @AmericanAir  we are on us/aa flight 4443.We  arrived at dca at 2:12. Waiting on our gate (33)for apx an hr now. No update?,negative,38.8639627,-77.0436015,US Airways,Central Time (US & Canada)
@USAirways we've (flight 4443) been sitting on the tarmac of dca for a while now waiting on a gate. Can we just use another gate?,negative,38.8687568,-77.035652,US Airways,Central Time (US & Canada)
@USAirways Absolutely!! The staff was amazing!!,positive,36.08576903,-115.14953095,US Airways,Eastern Time (US & Canada)
"@USAirways I want my money back. Now we're sitting on the runway. After a 2 hour delay, waiting for the baggage to begin loading.",negative,40.6488643,-73.7944749,US Airways,Quito
@USAirways this is the aforementioned pilot. @AmericanAir sure you want to merge with these patron hitting hoodlums? http://t.co/C24cEfa9pl,negative,35.20346242,-80.92218024,US Airways,Central Time (US & Canada)
@USAirways — I had exceptional service on flight #403 from IND to PHX!!,positive,36.08584875,-115.14968355,US Airways,Eastern Time (US & Canada)
"@AmericanAir Great, thanks. Followed.",positive,37.78618135,-122.45742542,American,Central Time (US & Canada)
@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),neutral,32.82813261,-97.25115941,American,Central Time (US & Canada)
@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir,negative,40.69017276,-73.91646118,American,Central Time (US & Canada)
@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,negative,40.68994668,-73.91637642,American,Central Time (US & Canada)
@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,negative,40.69002464,-73.91638072,American,Central Time (US & Canada)
@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,negative,40.68996177,-73.91640136,American,Central Time (US & Canada)
@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,negative,34.0213466,-118.45229268,American,Pacific Time (US & Canada)
"@AmericanAir Great, thanks. Followed.",positive,37.78618135,-122.45742542,American,Central Time (US & Canada)
@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),neutral,32.82813261,-97.25115941,American,Central Time (US & Canada)
@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir,negative,40.69017276,-73.91646118,American,Central Time (US & Canada)
@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,negative,40.68994668,-73.91637642,American,Central Time (US & Canada)
@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,negative,40.69002464,-73.91638072,American,Central Time (US & Canada)
@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,negative,40.68996177,-73.91640136,American,Central Time (US & Canada)
@AmericanAir Waiting an hour now for a pilot AA3688. Is there a pilot in the house at DFW?,negative,32.8968169,-97.0618222,American,Central Time (US & Canada)
@AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you. #useless #wastedeffort #FAIL,negative,40.78476286,-73.97029561,American,Eastern Time (US & Canada)
@AmericanAir Your response has been incredible. Truly amazed at the steps you have taken to enhance your customer relations. Big thank you 😄,positive,41.06938783,-73.73394372,American,Eastern Time (US & Canada)
"@AmericanAir no repair made to the water line. No potable water on board this flight. \\""We will take off soon.\\"" Time for new planes MCI&gt;DFW.",negative,39.29951964,-94.71192112,American,Eastern Time (US & Canada)
"@AmericanAir depends on the terminal, what' the best option? Arrive C, depart A. Breakfast burrito is what I'm craving.. Any update on 1119?",neutral,39.29381252,-94.71144036,American,Eastern Time (US & Canada)
"@AmericanAir thank you AA, this is how I always start my vacations http://t.co/dzKc3auZU9",positive,33.8143379,-116.53572408,American,Central Time (US & Canada)
@AmericanAir how do you NOT do maintenance on #MD80 while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci,negative,39.29275067,-94.70795218,American,Eastern Time (US & Canada)
"@AmericanAir we then had to deplane, and change planes.",neutral,32.91792297,-97.00367737,American,Central Time (US & Canada)
"@AmericanAir after running from one flight, because we had 10 mins, to our next flight, we then sat on our plane for an hour.",negative,32.91792297,-97.00367737,American,Central Time (US & Canada)
"@AmericanAir nothing to do with Mother Nature, more like poor commutation.",negative,32.91792297,-97.00367737,American,Central Time (US & Canada)
@AmericanAir  it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. 👎😡✈️ #notahappycustomer #leavingtomm,negative,42.01578804,-87.68332344,American,Eastern Time (US & Canada)
@AmericanAir appreciate it!!,positive,32.89959729,-97.03558888,American,Central Time (US & Canada)
"@AmericanAir couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.We won't be on flt 1568 tomorrow.",negative,40.7786084,-73.94979947,American,Quito
@AmericanAir #2298. Everyone else  was outstanding.,negative,40.77382001,-73.87315003,American,Eastern Time (US & Canada)
@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.,positive,32.9176348,-97.0163282,American,Eastern Time (US & Canada)
@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644,positive,41.99335821,-87.91260807,American,Pacific Time (US & Canada)
@AmericanAir I was suppose to be in FL 4 hours ago. And I'm not. I've been waiting for hours this is just ridiculous,negative,41.95627333,-87.87860345,American,Alaska
@AmericanAir still on hold. After you hung up on me the first time (another 45 minutes!) http://t.co/IMRLAu77iH,negative,41.45858699,-81.86780822,American,Central Time (US & Canada)
@AmericanAir im still on hold...,negative,41.45856783,-81.86763782,American,Central Time (US & Canada)
"@AmericanAir why do you continually play the \\""according to federal regulations\\"" every 58 seconds. I could see if you had quicker service...",negative,41.45862827,-81.86766456,American,Central Time (US & Canada)
@AmericanAir Gabriela in Miami is a very rude employee.Working the MIA-LGA check In. She made experience unpleasant.  #customerexperience,negative,25.79667815,-80.28050395,American,Eastern Time (US & Canada)
"@AmericanAir now I have to wait \\""more than 60 minutes\\","\""negative""",41.45875201,-81.86775899,American,Central Time (US & Canada)
@AmericanAir I need assistance reFlight Booking Problems a flight from dfw to lit,negative,36.29164025,-94.11796975,American,Central Time (US & Canada)
@AmericanAir two Cancelled Flightled LGA flights. Both by @Delta took off. Looks like I have a new carrier @Delta!,negative,35.87658269,-78.79254351,American,Eastern Time (US & Canada)
@AmericanAir any ways to get through the 50 minute wait to book a flight?,negative,41.45847861,-81.86764536,American,Central Time (US & Canada)
@AmericanAir you're airline is ridiculous,negative,41.97367122,-87.89700781,American,Alaska
@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care,negative,35.17267919,-89.77001941,American,Central Time (US & Canada)
@AmericanAir this is a big company should be happy to do something for a customer when now it's costing more for delays oh and did I mention,negative,35.17282894,-89.76988366,American,Central Time (US & Canada)
@AmericanAir and just bad cs! I will be back on @JetBlue  at least when you stuck they look out for you and apologize for any trouble,negative,35.17266822,-89.76993377,American,Central Time (US & Canada)
@AmericanAir for my delay and you know what I get a we don't credit anybody back a supervisor who cut me off when speaking,negative,35.1728241,-89.76989935,American,Central Time (US & Canada)
@AmericanAir a free check bag a food comp a flying credit something to help out now that I'm an additional 200 dollars in the hole,negative,35.17263842,-89.769988,American,Central Time (US & Canada)
@AmericanAir I will never fly with you guys again! I am stuck in memphis another day. Called to be credit something anything,negative,35.17279513,-89.76980671,American,Central Time (US & Canada)
@AmericanAir the worst first class boarding service I ever had.,negative,41.97417744,-87.9004223,American,Eastern Time (US & Canada)
"@AmericanAir thank you, truly appreciate the help, just sent a DM",positive,39.57991628,-105.94147157,American,Central Time (US & Canada)
@AmericanAir I had booked online but unable to Cancelled Flight online. But finally got thru.,neutral,34.02153389,-118.45231518,American,Pacific Time (US & Canada)
@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!,positive,33.66642719,-117.88328444,American,Central Time (US & Canada)
@AmericanAir thanks for telling me my flight got Cancelled Flightled when it wasn't. Now I have a missing luggage because of you. Thanks fam!,negative,32.90425138,-97.02805207,American,Central Time (US & Canada)
@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,negative,34.0213466,-118.45229268,American,Pacific Time (US & Canada)
@AmericanAir 249 EWR - DFW is now stopping BNA to refuel 4 bad weather? Are YOU just trying to get the plane closer 2 DFW then Cancelled Flight on us?,negative,40.68625909,-74.17970876,American,Quito
@AmericanAir been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating,negative,39.60778027,-105.95470209,American,Central Time (US & Canada)
@AmericanAir DM sent,neutral,39.91337753,-75.3408263,American,Pacific Time (US & Canada)
@AmericanAir HELP! Attempting to Cancelled Flight a flight but can't get thru 800 number. Call gets dropped when saying Agent. flight is 2/24.,negative,34.02389944,-118.45541773,American,Pacific Time (US & Canada)
"@AmericanAir Define \\""sincerely\\"". Your actions do not reflect what you're saying in a poor attempt to redeem yourselves on social media.",negative,33.43417698,-111.99680158,American,Central Time (US & Canada)
"@AmericanAir #AmericanView
The view of Oregon from seat 31F, flight AA1469 2/22/15 http://t.co/t9JBN9WZtq",neutral,30.441566,-84.281745,American,Arizona
@AmericanAir I need some help. My record locator is bringing up TWO different flights in your system. One op by AA &amp; one from US Airways.,neutral,39.91370182,-75.3405344,American,Pacific Time (US & Canada)
